text,title,source,cluster_label,pca_dim_1,pca_dim_2
Newsom Roasts Trump Suck Ups With a New Line of MAGA Kneepads Leigh Kimmins The Daily Beast Newsom Roasts Trump Suck Ups With a New Line of MAGA Kneepads Leigh Kimmins The Daily Beast,Newsom Roasts Trump Suck-Ups With a New Line of MAGA Kneepads (Leigh Kimmins/The Daily Beast),Memeorandum.com,4,0.3421095,0.37774435
Dime Community Bancshares Declares Quarterly Cash Dividend for Series A Preferred Stock Dime Community Bancshares Declares Quarterly Cash Dividend for Series A Preferred Stock,Dime Community Bancshares Declares Quarterly Cash Dividend for Series A Preferred Stock,GlobeNewswire,0,0.44469184,-0.19275035
"HOME FEDERAL BANCORP, INC. OF LOUISIANA REPORTS RESULTS OF OPERATIONS FOR THE THREE MONTHS ENDED SEPTEMBER 30, 2025 HOME FEDERAL BANCORP, INC. OF LOUISIANA REPORTS RESULTS OF OPERATIONS FOR THE THREE MONTHS ENDED SEPTEMBER 30, 2025","HOME FEDERAL BANCORP, INC. OF LOUISIANA REPORTS RESULTS OF OPERATIONS FOR THE THREE MONTHS ENDED SEPTEMBER 30, 2025",GlobeNewswire,0,0.43566504,-0.15521735
Outer Banks Final Season Filming Moves to Croatia as Production Nears Completion Outer Banks Final Season Filming Moves to Croatia as Production Nears Completion,‘Outer Banks’ Final Season Filming Moves to Croatia as Production Nears Completion,What's on Netflix,-1,-0.12615205,-0.123002805
Avidia Bancorp reports Q3 EPS 5c Avidia Bancorp reports Q3 EPS 5c,Avidia Bancorp reports Q3 EPS (5c),Thefly.com,0,0.40540317,-0.30690053
Google is turning on the gas for its data centers Google is turning on the gas for its data centers,Google is turning on the gas for its data centers,The Verge,-1,0.32220575,-0.1551637
Toys R Us Canada affected by data breach hitting personal data Toys R Us Canada affected by data breach hitting personal data,Toys “R” Us Canada affected by data breach hitting personal data,MobileSyrup,-1,-0.14199552,-0.0986458
Sintx Technologies files to sell 1.74M shares of common stock for holders Sintx Technologies files to sell 1.74M shares of common stock for holders,Sintx Technologies files to sell 1.74M shares of common stock for holders,Thefly.com,-1,0.2904156,-0.3278129
House Democrats request details on White House ballroom from President Trump Arden Farhi CBS News House Democrats request details on White House ballroom from President Trump Arden Farhi CBS News,House Democrats request details on White House ballroom from President Trump (Arden Farhi/CBS News),Memeorandum.com,4,0.28589272,0.3584733
Zohran Mamdani Boasts Free NYC Bus Plan Would Cost 700 Million a Year Zohran Mamdani Boasts Free NYC Bus Plan Would Cost 700 Million a Year,Zohran Mamdani Boasts ‘Free’ NYC Bus Plan Would Cost $700 Million a Year,Breitbart News,-1,0.025826333,0.26043233
"Earnings live Intel stock surges, Ford rises after hours, Deckers drops Earnings live Intel stock surges, Ford rises after hours, Deckers drops","Earnings live: Intel stock surges, Ford rises after-hours, Deckers drops",Yahoo Entertainment,-1,0.13839665,-0.17281598
Infrared Sauna Research Advances UCSF Clinical Trial Publishes Data Showing Feasibility and Promising Symptom Reduction in Depression Treatment Infrared Sauna Research Advances UCSF Clinical Trial Publishes Data Showing Feasibility and Promising Symptom Reduction in Depression Treatment,Infrared Sauna Research Advances: UCSF Clinical Trial Publishes Data Showing Feasibility and Promising Symptom Reduction in Depression Treatment,GlobeNewswire,0,0.32918796,-0.20376286
Trump Pardons Ex Binance CEO as Crypto Use Grows Trump Pardons Ex Binance CEO as Crypto Use Grows,Trump Pardons Ex-Binance CEO as Crypto Use Grows,pymnts.com,-1,0.17629002,0.056551836
Trump Pardons Ex Binance CEO as Crypto Wealth Grows Trump Pardons Ex Binance CEO as Crypto Wealth Grows,Trump Pardons Ex-Binance CEO as Crypto Wealth Grows,pymnts.com,-1,0.2617436,0.09530345
Game on Jack Smith offers to testify in public hearing over his investigation into Donald Trump Game on Jack Smith offers to testify in public hearing over his investigation into Donald Trump,‘Game on’: Jack Smith offers to testify in public hearing over his investigation into Donald Trump,Biztoc.com,-1,0.04339287,-0.006821349
Coca Cola to Sell Cane Sugar Coke After Trump Said It s Just Better Coca Cola to Sell Cane Sugar Coke After Trump Said It s Just Better,Coca-Cola to Sell Cane Sugar Coke After Trump Said 'It's Just Better',Breitbart News,3,-0.021094348,0.2777219
Crunchyroll Launches on Delta Air Lines This Month Crunchyroll Launches on Delta Air Lines This Month,Crunchyroll Launches on Delta Air Lines This Month,Anime News Network,-1,0.18667257,-0.15772432
Wizards of the Coast Is Bringing the Original Creators of Dragonlance Back Wizards of the Coast Is Bringing the Original Creators of Dragonlance Back,Wizards of the Coast Is Bringing the Original Creators of ‘Dragonlance’ Back,Gizmodo.com,-1,0.064321086,-0.20393156
Reebok Celebrates Allen Iverson Documentary With The Engine A And Answer III Reebok Celebrates Allen Iverson Documentary With The Engine A And Answer III,Reebok Celebrates Allen Iverson Documentary With The Engine A And Answer III,Sneaker News,-1,0.10576762,-0.2084407
Trump Backs Off Invading San Francisco After Talk With Nvidia and Salesforce CEOs Trump Backs Off Invading San Francisco After Talk With Nvidia and Salesforce CEOs,Trump Backs Off Invading San Francisco After Talk With Nvidia and Salesforce CEOs,Gizmodo.com,1,0.14063884,-0.1462069
REVIEW NEW Menu Items Debut at Chef Art Smith s Homecomin in Disney Springs REVIEW NEW Menu Items Debut at Chef Art Smith s Homecomin in Disney Springs,REVIEW: NEW Menu Items Debut at Chef Art Smith’s Homecomin’ in Disney Springs,disneyfoodblog.com,-1,0.14977676,-0.06688896
"Denver CEO sues following ban from Colorado Golf Club, claims it cost business deal Denver CEO sues following ban from Colorado Golf Club, claims it cost business deal","Denver CEO sues following ban from Colorado Golf Club, claims it cost business deal",The Denver Post,-1,-0.053652264,0.032473486
Jay Cutler DUI arrest video surfaces former quarterback caught lying about drinking and tensions emerge Jay Cutler DUI arrest video surfaces former quarterback caught lying about drinking and tensions emerge,Jay Cutler DUI arrest video surfaces former quarterback caught lying about drinking and tensions emerge,The Times of India,-1,-0.3483081,-9.9176264e-05
Stephen Miller Literally Tells Trump This Country Was Going to Die Without You Stephen Miller Literally Tells Trump This Country Was Going to Die Without You,Stephen Miller Literally Tells Trump ‘This Country Was Going to Die Without You’,Mediaite,-1,-0.10362227,0.25791818
Who s paying for Trump s 300 million ballroom? Who s paying for Trump s 300 million ballroom?,Who’s paying for Trump’s $300 million ballroom?,PBS,-1,0.0017343899,0.18607709
Denver real estate firms launch joint venture with 8.5M loan for Vail residential site Denver real estate firms launch joint venture with 8.5M loan for Vail residential site,Denver real estate firms launch joint venture with $8.5M loan for Vail residential site,The Denver Post,-1,0.15787697,-0.06773573
Developer Shea Properties looks to bring Cherry Creek sizzle to Denver Tech Center Developer Shea Properties looks to bring Cherry Creek sizzle to Denver Tech Center,Developer Shea Properties looks to bring ‘Cherry Creek sizzle’ to Denver Tech Center,The Denver Post,-1,0.13730969,-0.08817723
Arsenal star is close to Premier League suspension ahead of weekend game Arsenal star is close to Premier League suspension ahead of weekend game,Arsenal star is close to Premier League suspension ahead of weekend game,Just Arsenal News,-1,-0.14423463,-0.12905668
"Securities Fraud Investigation Into Western Alliance Bancorporation WAL Continues Investors Who Lost Money Urged To Contact Glancy Prongay Murray LLP, a Leading Securities Fraud Law Firm Securities Fraud Investigation Into Western Alliance Bancorporation WAL Continues Investors Who Lost Money Urged To Contact Glancy Prongay Murray LLP, a Leading Securities Fraud Law Firm","Securities Fraud Investigation Into Western Alliance Bancorporation (WAL) Continues – Investors Who Lost Money Urged To Contact Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm",GlobeNewswire,0,0.4892344,-0.06795813
A faint glow in the Milky Way could be a dark matter footprint A faint glow in the Milky Way could be a dark matter footprint,A faint glow in the Milky Way could be a dark matter footprint,Space.com,-1,0.057385158,-0.2176052
"Disney Warns That YouTube TV Could Drop ABC, ESPN and More Networks in Fee Dispute Disney Warns That YouTube TV Could Drop ABC, ESPN and More Networks in Fee Dispute","Disney Warns That YouTube TV Could Drop ABC, ESPN and More Networks in Fee Dispute",Variety,-1,0.024233202,-0.046106305
"Taylor Swift, LL Cool J, Kenny Loggins and David Byrne are among Songwriters Hall of Fame nominees Taylor Swift, LL Cool J, Kenny Loggins and David Byrne are among Songwriters Hall of Fame nominees","Taylor Swift, LL Cool J, Kenny Loggins and David Byrne are among Songwriters Hall of Fame nominees",Boston Herald,-1,-0.08585064,0.019277258
PM implores school trust to install field ramp PM implores school trust to install field ramp,PM 'implores' school trust to install field ramp,BBC News,2,-0.28877875,-0.12831162
"Ukraine says Russia returned 1,000 bodies Ukraine says Russia returned 1,000 bodies","Ukraine says Russia returned 1,000 bodies",The Times of India,-1,-0.18337683,-0.02631641
3 federal officers injured after man rams car to evade arrest in San Diego ICE 3 federal officers injured after man rams car to evade arrest in San Diego ICE,3 federal officers injured after man rams car to evade arrest in San Diego: ICE,ABC News,-1,-0.2116841,0.05696556
Dem Appointed Judges Rule Powerlifting Org s Ban On Men In Women s Events Discriminatory Dem Appointed Judges Rule Powerlifting Org s Ban On Men In Women s Events Discriminatory,Dem-Appointed Judges Rule Powerlifting Org’s Ban On Men In Women’s Events ‘Discriminatory’,The Daily Caller,-1,-0.079525374,0.28774562
"The East Wing could fully be demolished soon, as preservationists urge caution The East Wing could fully be demolished soon, as preservationists urge caution","The East Wing could fully be demolished soon, as preservationists urge caution",NPR,-1,-0.04174466,0.09996713
N.L. spent 755K on process that culminated in criticized Education Accord N.L. spent 755K on process that culminated in criticized Education Accord,N.L. spent $755K on process that culminated in criticized Education Accord,CBC News,-1,0.06822659,-0.032252554
Żarty się skończyły. Rosja zakupiła Kalibry z bronią jądrową Żarty się skończyły. Rosja zakupiła Kalibry z bronią jądrową,Żarty się skończyły. Rosja zakupiła Kalibry z bronią jądrową,Interia.pl,-1,-0.029839335,-0.055405106
Exclusive Trump Endorsed Ed Gallrein Thomas Massie a Roadblock to the Agenda Americans Voted For Exclusive Trump Endorsed Ed Gallrein Thomas Massie a Roadblock to the Agenda Americans Voted For,Exclusive — Trump-Endorsed Ed Gallrein: Thomas Massie a 'Roadblock' to the Agenda Americans Voted For,Breitbart News,3,0.13572872,0.34917784
FBI and Local Cops Team Up to Crush Philadelphia Open Air Drug Market FBI and Local Cops Team Up to Crush Philadelphia Open Air Drug Market,FBI and Local Cops Team Up to Crush Philadelphia 'Open-Air' Drug Market,Breitbart News,-1,-0.114295185,0.1357487
WATCH Zohran Mamdani Claims Aunt Was Victim of 9 11 Because She Feared Wearing Hijab on NYC Subway WATCH Zohran Mamdani Claims Aunt Was Victim of 9 11 Because She Feared Wearing Hijab on NYC Subway,WATCH: Zohran Mamdani Claims Aunt Was Victim of 9/11 Because She Feared Wearing Hijab on NYC Subway,Breitbart News,-1,-0.07991565,0.24965964
"Isn t Supposed To Be Hot Johnny Depp s New Movie Role Faces Backlash, Branded Shameful By Critics Isn t Supposed To Be Hot Johnny Depp s New Movie Role Faces Backlash, Branded Shameful By Critics","“Isn’t Supposed To Be Hot”: Johnny Depp’s New Movie Role Faces Backlash, Branded “Shameful” By Critics",Boredpanda.com,-1,-0.18725763,-0.05238148
Trump Says It s Fake News That He ll Name Ballroom After Himself Trump Says It s Fake News That He ll Name Ballroom After Himself,Trump Says It's 'Fake News' That He'll Name Ballroom After Himself,HuffPost,3,-0.122940265,0.2286593
"Philadelphia, the Birthplace of the USA, to celebrate nation s 250th anniversary Philadelphia, the Birthplace of the USA, to celebrate nation s 250th anniversary","Philadelphia, the Birthplace of the USA, to celebrate nation's 250th anniversary",The Times of India,-1,-0.074174136,-0.019324673
A House of Dynamite debuts on Netflix to mixed reactions as viewers fume over ending A House of Dynamite debuts on Netflix to mixed reactions as viewers fume over ending,A House of Dynamite debuts on Netflix to mixed reactions as viewers fume over ending,The-independent.com,-1,-0.016685745,-0.10326808
NBA gambling scandal update Former league referee s chilling warning hints at deeper storm brewing behind the latest controversy NBA gambling scandal update Former league referee s chilling warning hints at deeper storm brewing behind the latest controversy,NBA gambling scandal update: Former league referee’s chilling warning hints at deeper storm brewing behind the latest controversy,The Times of India,-1,-0.16813236,-0.021401312
"State of Local News report in the past four years, monthly pageviews at the 100 largest newspapers fell by 45 , and only 11 experienced any readership growth Sophie Culpepper Nieman Lab State of Local News report in the past four years, monthly pageviews at the 100 largest newspapers fell by 45 , and only 11 experienced any readership growth Sophie Culpepper Nieman Lab","State of Local News report: in the past four years, monthly pageviews at the 100 largest newspapers fell by 45%+, and only 11 experienced any readership growth (Sophie Culpepper/Nieman Lab)",Mediagazer.com,-1,0.32099557,0.056848995
Anti abortion pregnancy centers are looking to offer much more than ultrasounds and diapers Associated Press Anti abortion pregnancy centers are looking to offer much more than ultrasounds and diapers Associated Press,Anti-abortion pregnancy centers are looking to offer much more than ultrasounds and diapers (Associated Press),Memeorandum.com,4,0.3363084,0.27880472
Top Democrats demand details of spy agencies role in boat strikes Washington Post Top Democrats demand details of spy agencies role in boat strikes Washington Post,Top Democrats demand details of spy agencies' role in boat strikes (Washington Post),Memeorandum.com,4,0.33022916,0.42005727
US s Caribbean Buildup War on Drugs or Monroe Doctrine 2.0? US s Caribbean Buildup War on Drugs or Monroe Doctrine 2.0?,US’s Caribbean Buildup: War on Drugs or Monroe Doctrine 2.0?,Sputnikglobe.com,-1,0.08014745,0.037847564
Ole Miss Lane Kiffin reveals what he told his players about the Florida job Ole Miss Lane Kiffin reveals what he told his players about the Florida job,Ole Miss' Lane Kiffin reveals what he told his players about the Florida job,Sporting News,3,-0.23431945,0.0795122
"Microdrama platforms borrow aggressive, user hostile monetization and retention tactics from free to play mobile gaming to fuel in app purchases and ad revenue Janko Roettgers The Verge Microdrama platforms borrow aggressive, user hostile monetization and retention tactics from free to play mobile gaming to fuel in app purchases and ad revenue Janko Roettgers The Verge","Microdrama platforms borrow aggressive, user-hostile monetization and retention tactics from free-to-play mobile gaming to fuel in-app purchases and ad revenue (Janko Roettgers/The Verge)",Mediagazer.com,-1,0.29939148,-0.082929865
Trump backs off planned surge of federal agents into San Francisco after talking to the mayor Associated Press Trump backs off planned surge of federal agents into San Francisco after talking to the mayor Associated Press,Trump backs off planned surge of federal agents into San Francisco after talking to the mayor (Associated Press),Memeorandum.com,4,0.23807868,0.39136317
A lot of Dems are showing up in New Jersey and Virginia. But a few are missing. Politico A lot of Dems are showing up in New Jersey and Virginia. But a few are missing. Politico,A lot of Dems are showing up in New Jersey and Virginia. But a few are missing. (Politico),Memeorandum.com,4,0.2925983,0.43697733
"Jeffries Teases New York Mayoral Endorsement, Praises Mamdani on NYPD Bloomberg Jeffries Teases New York Mayoral Endorsement, Praises Mamdani on NYPD Bloomberg","Jeffries Teases New York Mayoral Endorsement, Praises Mamdani on NYPD (Bloomberg)",Memeorandum.com,4,0.21180394,0.40907094
NBA places Portland Trail Blazers head coach Chauncey Billups and Miami Heat s star Terry Rozier on immediate leave NBA places Portland Trail Blazers head coach Chauncey Billups and Miami Heat s star Terry Rozier on immediate leave,NBA places Portland Trail Blazers’ head coach Chauncey Billups and Miami Heat’s star Terry Rozier on immediate leave,The Times of India,-1,-0.15313858,0.029018413
Breaking Point Teachers Beg For Help As Post Pandemic Classroom Violence Spirals Breaking Point Teachers Beg For Help As Post Pandemic Classroom Violence Spirals,‘Breaking Point’: Teachers Beg For Help As Post-Pandemic Classroom Violence Spirals,The Daily Caller,-1,-0.10561032,0.11243939
Flower markets in full bloom ahead of polls Flower markets in full bloom ahead of polls,Flower markets in full bloom ahead of polls,The Times of India,2,-0.24290864,-0.047019605
PWD battles traffic blues to finish flyover work on time PWD battles traffic blues to finish flyover work on time,PWD battles traffic blues to finish flyover work on time,The Times of India,2,-0.29770985,-0.14308813
"National Conference gets Congress full backing, PDP s conditional support for Rajya Sabha vote today National Conference gets Congress full backing, PDP s conditional support for Rajya Sabha vote today","National Conference gets Congress' full backing, PDP's conditional support for Rajya Sabha vote today",The Times of India,2,-0.26248622,-0.05628212
No Bull? Bitcoiners Pay Tribute to Apex Predator of Money With Shark Satutue No Bull? Bitcoiners Pay Tribute to Apex Predator of Money With Shark Satutue,No Bull? Bitcoiners Pay Tribute to ‘Apex Predator of Money’ With Shark Satutue,Decrypt,2,-0.20097616,-0.12577266
"Michigan State, Michigan football release availability reports ahead of rivalry matchup Michigan State, Michigan football release availability reports ahead of rivalry matchup","Michigan State, Michigan football release availability reports ahead of rivalry matchup",USA Today,3,-0.18770905,-0.03593416
Gas powered cars would have crushed EVs in the 80s and 90s Gas powered cars would have crushed EVs in the 80s and 90s,Gas-powered cars would have crushed EVs in the ’80s and ’90s,Wnd.com,-1,-0.18580088,-0.12131701
Flight Readiness Achieved for CarbSAR Mission With SSTL and Oxford Space Systems Flight Readiness Achieved for CarbSAR Mission With SSTL and Oxford Space Systems,Flight Readiness Achieved for CarbSAR Mission With SSTL and Oxford Space Systems,Space Daily,-1,0.1778815,-0.35756382
China set to launch Shenzhou XXI crewed mission China set to launch Shenzhou XXI crewed mission,China set to launch Shenzhou XXI crewed mission,Space Daily,-1,0.04222143,-0.29673222
Long March 5 rocket achieves breakthrough as tallest launch vehicle in Chinese space history Long March 5 rocket achieves breakthrough as tallest launch vehicle in Chinese space history,Long March 5 rocket achieves breakthrough as tallest launch vehicle in Chinese space history,Space Daily,-1,0.040608853,-0.31780607
Trump Qatar is readying peacekeepers for Gaza Trump Qatar is readying peacekeepers for Gaza,Trump: Qatar is readying peacekeepers for Gaza,Spacewar.com,-1,-0.05275145,0.030210992
Dutch say takeover of chipmaker Nexperia not against China Dutch say takeover of chipmaker Nexperia not against China,Dutch say takeover of chipmaker Nexperia 'not against China',Space Daily,-1,0.111333504,-0.36216587
Israel army says targeted IJ militant in Gaza strike 2 killed in strikes in south Lebanon Israel army says targeted IJ militant in Gaza strike 2 killed in strikes in south Lebanon,Israel army says targeted IJ militant in Gaza strike; 2 killed in strikes in south Lebanon,Spacewar.com,-1,-0.06365539,-0.00935051
Hydrothermal vents may have triggered early molecular chemistry on ancient Earth Hydrothermal vents may have triggered early molecular chemistry on ancient Earth,Hydrothermal vents may have triggered early molecular chemistry on ancient Earth,Space Daily,-1,0.08356187,-0.26170906
China aims to lead international space science with new discoveries China aims to lead international space science with new discoveries,China aims to lead international space science with new discoveries,Space Daily,-1,0.07567179,-0.28397062
"Washington s hard line in South China Sea tests allies, raises risks Washington s hard line in South China Sea tests allies, raises risks","Washington's hard line in South China Sea tests allies, raises risks",Spacewar.com,-1,0.020008054,-0.07443514
Final assembly of Vinci engines for Ariane 6 transitions to Germany Final assembly of Vinci engines for Ariane 6 transitions to Germany,Final assembly of Vinci engines for Ariane 6 transitions to Germany,Space Daily,1,0.14990784,-0.34801367
Europe s new Sentinel 4 mission delivers first look at hourly air pollution maps Europe s new Sentinel 4 mission delivers first look at hourly air pollution maps,Europe's new Sentinel-4 mission delivers first look at hourly air pollution maps,Space Daily,-1,0.20447588,-0.3001068
Requtech commences Ka band SATCOM hub upgrade as part of European retrofit expansion Requtech commences Ka band SATCOM hub upgrade as part of European retrofit expansion,Requtech commences Ka-band SATCOM hub upgrade as part of European retrofit expansion,Space Daily,-1,0.18731534,-0.4277314
ABB wins Canadian climate satellite instrument contract ABB wins Canadian climate satellite instrument contract,ABB wins Canadian climate satellite instrument contract,Space Daily,-1,0.2412766,-0.3108769
U.S. deploys carrier strike group to the Caribbean U.S. deploys carrier strike group to the Caribbean,U.S. deploys carrier strike group to the Caribbean,Spacewar.com,-1,0.021121388,-0.05761448
Amazon cloud outage downed millions of sites and exposed the risks of overdependence Amazon cloud outage downed millions of sites and exposed the risks of overdependence,Amazon cloud outage downed millions of sites — and exposed the risks of overdependence,CBC News,-1,0.13370432,-0.05427963
Top states in India with cleanest air right now Top states in India with cleanest air right now,Top states in India with cleanest air right now,The Times of India,2,-0.2818105,-0.12867804
Alan Dershowitz breaks down what Trump really is looking for in his new legal fight Alan Dershowitz breaks down what Trump really is looking for in his new legal fight,Alan Dershowitz breaks down what Trump really is ‘looking for’ in his new legal fight,Wnd.com,-1,-0.038070526,0.24625139
Notable companies reporting before tomorrow s open Notable companies reporting before tomorrow s open,Notable companies reporting before tomorrow's open,Thefly.com,-1,0.25501037,-0.03716244
"Researchers link gum disease to increased risk of stroke, brain damage Researchers link gum disease to increased risk of stroke, brain damage","Researchers link gum disease to increased risk of stroke, brain damage",UPI.com,-1,-0.05815506,-0.081934914
Kratos Defense Stock Is Trending Up After Hypersonic Testing Contract Win Kratos Defense Stock Is Trending Up After Hypersonic Testing Contract Win,Kratos Defense Stock Is Trending Up After Hypersonic Testing Contract Win,Biztoc.com,1,0.08062246,-0.3032765
"Women s World Cup Pratika Rawal, Smriti Mandhana centuries fire India into semifinals defeat New Zealand in must win clash Women s World Cup Pratika Rawal, Smriti Mandhana centuries fire India into semifinals defeat New Zealand in must win clash","Women's World Cup: Pratika Rawal, Smriti Mandhana centuries fire India into semifinals; defeat New Zealand in must-win clash",The Times of India,2,-0.28467917,-0.16688061
Bigg Boss Malayalam 7 Nevin targets Anumol during the task Bigg Boss warns him for physical aggression Bigg Boss Malayalam 7 Nevin targets Anumol during the task Bigg Boss warns him for physical aggression,Bigg Boss Malayalam 7: Nevin targets Anumol during the task; Bigg Boss warns him for physical aggression,The Times of India,2,-0.33876765,-0.13242573
"Ranking college football s 12 best head coaching candidates for 2026, from Rhett Lashlee to Alex Golesh Ranking college football s 12 best head coaching candidates for 2026, from Rhett Lashlee to Alex Golesh","Ranking college football's 12 best head coaching candidates for 2026, from Rhett Lashlee to Alex Golesh",Sporting News,3,-0.1171466,0.04883667
"Daddy, you were ignoring me! Draymond Green s daughter calls him out for an adorable reason during Golden State Warriors game against Denver Nuggets Daddy, you were ignoring me! Draymond Green s daughter calls him out for an adorable reason during Golden State Warriors game against Denver Nuggets","“Daddy, you were ignoring me!”-Draymond Green’s daughter calls him out for an adorable reason during Golden State Warriors game against Denver Nuggets",The Times of India,-1,-0.25444,-0.012307921
Halo Campaign Evolved doesn t feature PvP multiplayer here s why the developers chose to focus on co op Halo Campaign Evolved doesn t feature PvP multiplayer here s why the developers chose to focus on co op,Halo: Campaign Evolved doesn't feature PvP multiplayer — here's why the developers chose to focus on co-op,Windows Central,1,-0.047910623,-0.29024136
Trump is itching for a war with Venezuela. It s oil and more Trump is itching for a war with Venezuela. It s oil and more,Trump is itching for a war with Venezuela. It's oil and more,The Times of India,-1,-0.039731205,0.233216
The latest DJI Osmo Action 6 image leak gives us our first look at the camera actually in action The latest DJI Osmo Action 6 image leak gives us our first look at the camera actually in action,The latest DJI Osmo Action 6 image leak gives us our first look at the camera actually in action,TechRadar,1,-0.002106802,-0.32948336
Pentagon Taps Trump Jr. Backed Firm for Big Drone Deal Pentagon Taps Trump Jr. Backed Firm for Big Drone Deal,Pentagon Taps Trump Jr.- Backed Firm for Big Drone Deal,Newser,-1,0.16508013,0.08598091
"Wait Wait for October 25, 2025 With Not My Job guest Ally the Piper Wait Wait for October 25, 2025 With Not My Job guest Ally the Piper","'Wait Wait' for October 25, 2025: With Not My Job guest Ally the Piper",NPR,-1,0.06835646,-0.02093112
Viral Video Shows DWTS Robert Irwin Adorably Geeking Out Over Jonathan Bailey Sending Him Flowers After His Wicked Routine Viral Video Shows DWTS Robert Irwin Adorably Geeking Out Over Jonathan Bailey Sending Him Flowers After His Wicked Routine,Viral Video Shows DWTS’ Robert Irwin Adorably Geeking Out Over Jonathan Bailey Sending Him Flowers After His Wicked Routine,CinemaBlend,-1,-0.14391194,-0.07839485
Deadly storm Melissa to turn into Monstrous Hurricane Ravaging flooding alert in Jamaica All about the extreme threat Deadly storm Melissa to turn into Monstrous Hurricane Ravaging flooding alert in Jamaica All about the extreme threat,Deadly storm Melissa to turn into Monstrous Hurricane: Ravaging flooding alert in Jamaica — All about the ‘extreme threat’,The Times of India,-1,-0.17681108,-0.028762098
"North Carolina shooting Two dead, many critically injured, 150 people fled North Carolina shooting Two dead, many critically injured, 150 people fled","North Carolina shooting: Two dead, many critically injured, 150 people fled",The Times of India,-1,-0.17612945,0.10695083
Minister calls for collaboration in world class universities push Minister calls for collaboration in world class universities push,Minister calls for collaboration in world-class universities push,Antaranews.com,2,-0.19847979,-0.069767706
Why Nelly Furtado Is Taking a Break from Performing Music Why Nelly Furtado Is Taking a Break from Performing Music,Why Nelly Furtado Is Taking a Break from Performing Music,TODAY,-1,-0.15548545,0.007683842
Who are AI browsers for? Who are AI browsers for?,Who are AI browsers for?,Biztoc.com,-1,-0.07032995,-0.18907209
"Empowered by Better Leadership, India Moves Toward Becoming a Vishwaguru Empowered by Better Leadership, India Moves Toward Becoming a Vishwaguru","Empowered by Better Leadership, India Moves Toward Becoming a ‘Vishwaguru’",The Times of India,2,-0.25095043,-0.13053897
The Prison Break Spinoff Already Sounds Like It ll Hook Me More Than The O.G. Series Ever Did The Prison Break Spinoff Already Sounds Like It ll Hook Me More Than The O.G. Series Ever Did,The Prison Break Spinoff Already Sounds Like It'll Hook Me More Than The O.G. Series Ever Did,CinemaBlend,-1,-0.086166255,-0.11926808
Impending altseason 3 high potential coins whales are buying ahead of the explosive bull run Impending altseason 3 high potential coins whales are buying ahead of the explosive bull run,Impending altseason: 3 high-potential coins whales are buying ahead of the explosive bull run,Ambcrypto.com,-1,-0.043632817,-0.067748114
Physician burnout as a relationship crisis Physician burnout as a relationship crisis,Physician burnout as a relationship crisis,Kevinmd.com,-1,0.0024553065,-0.019007912
Trump s CZ Pardon Sparks Fury Congresswoman Leads The Backlash Trump s CZ Pardon Sparks Fury Congresswoman Leads The Backlash,Trump’s CZ Pardon Sparks Fury — Congresswoman Leads The Backlash,Bitcoinist,3,0.0064150635,0.3907572
Celebrity Chef Ranveer Brar shares world best Omelette recipe and why we have to agree with him Celebrity Chef Ranveer Brar shares world best Omelette recipe and why we have to agree with him,Celebrity Chef Ranveer Brar shares world best Omelette recipe and why we have to agree with him,The Times of India,2,-0.26400143,-0.098328836
The Disney World Mistake You ll Make in November The Disney World Mistake You ll Make in November,The Disney World Mistake You’ll Make in November,disneyfoodblog.com,-1,-0.0771385,-0.12793905
"RCI HOSPITALITY CLASS ACTION REMINDER Bragar Eagel Squire, P.C. Reminds RCI Stockholders of the Filed Class Action Lawsuit and Urges Investors to Contact the Firm Before November 20th RCI HOSPITALITY CLASS ACTION REMINDER Bragar Eagel Squire, P.C. Reminds RCI Stockholders of the Filed Class Action Lawsuit and Urges Investors to Contact the Firm Before November 20th","RCI HOSPITALITY CLASS ACTION REMINDER: Bragar Eagel & Squire, P.C. Reminds RCI Stockholders of the Filed Class Action Lawsuit and Urges Investors to Contact the Firm Before November 20th",GlobeNewswire,0,0.40733653,-0.123956814
I thought everyone s parents did that 18 small things that made kids realize they grew up loved I thought everyone s parents did that 18 small things that made kids realize they grew up loved,“I thought everyone’s parents did that”: 18 small things that made kids realize they grew up loved,The Daily Dot,-1,-0.26256105,-0.04574729
Arsenal blow as Real Madrid joins race for Serie A target Arsenal blow as Real Madrid joins race for Serie A target,Arsenal blow as Real Madrid joins race for Serie A target,Just Arsenal News,-1,-0.12722032,-0.14067596
